"distance";"mean mortality class 1";"mean mortality class 2";"mean mortality class 3";"mean mortality class 4";"mean mortality class 5";"mean mortality class 6";"mean mortality class 7";"mean mortality class 8"
0,2;0,910378002981777;0,86578525166889;0,783683886811727;0,581319232481505;0,359290481171368;0,14676392949707;0,0124385341368111;0,00167505421735371
0,5;0,871487054820702;0,815614289598002;0,710466576113959;0,476880887641088;0,265151633671197;0,094578659919857;0,00605708894962691;0,000714416838137935
1;0,86144459539944;0,791460120041571;0,667118059508857;0,407879289249562;0,200456798853253;0,0633680197055012;0,00330570958629483;0,000363832842230578
2;0,84635144166418;0,763859873277014;0,622458939475415;0,344629090435429;0,143890318446253;0,0341321668201908;0,00119176842775087;0,00012634329311553
5;0,822642022470781;0,711489103635705;0,529170653429889;0,240033778085836;0,0859214095169355;0,0188106647074646;0,000725314324869465;7,88057242702733e-05
10;0,777508259671351;0,641627226159392;0,44713605254866;0,179527502625344;0,0562949363967913;0,0105302791697499;0,000326803153375479;3,45005656085199e-05
15;0,768064800245169;0,622221983172871;0,422429397880147;0,168764628598434;0,0565353698411115;0,0118197421448629;0,000458839876785079;5,00754535813195e-05
20;0,747462167895378;0,582462407369453;0,373686818760523;0,134181744668938;0,0395277170665385;0,00753940736750973;0,000281443246361096;3,01904272040136e-05
30;0,729210468295719;0,55746113478514;0,342355789982854;0,106537714337522;0,0270600051602732;0,00430113995724744;0,000122453405067676;1,28576846621276e-05
40;0,704213932424673;0,529304166681978;0,31844007554238;0,098958296439217;0,0263433933516213;0,00428090757886263;0,000118015388930181;1,23679244376318e-05
50;0,678607381043421;0,496563848036718;0,286734228275857;0,083888822353899;0,0204408039071679;0,00298622943244628;7,77321413287852e-05;8,13056598175533e-06
60;0,683252229239999;0,49295816932645;0,281968366277956;0,0841465843160839;0,0209153723304466;0,00298723025566625;7,70983801329786e-05;8,06242959245602e-06
70;0,651799568352541;0,449702215444699;0,235273656382563;0,0580620907152249;0,0127222593092166;0,0017564346099601;4,51177298366454e-05;4,71758558350793e-06
80;0,669474373124134;0,473269141799157;0,256883537691024;0,0647576283648418;0,0142493017263918;0,00210425440446184;5,64596765580348e-05;5,91179064898028e-06
100;0,640865955310703;0,433048704064629;0,227650531744843;0,0573060096128412;0,01295048954137;0,00205306596700388;5,83530616001744e-05;6,12331974466346e-06
120;0,595409138678974;0,391057693253211;0,193716899922192;0,0452484350461648;0,00967562154161871;0,00132745219490209;3,41445350955347e-05;3,57039291807957e-06
140;0,578856902052466;0,371538105836374;0,18298092990347;0,0419551487972783;0,0089147710626528;0,00137594210012275;3,81818958436616e-05;4,00234395710227e-06
160;0,57305833468944;0,371898887692806;0,180523572838493;0,038663998109455;0,00721711639277873;0,000898223869491399;2,25621212331037e-05;2,35782540703151e-06
180;0,560692349847589;0,34910041090389;0,161541198419239;0,033191420149087;0,00630825823359204;0,000794996829509881;2,00139603596586e-05;2,0916447906986e-06
200;0,528479155859479;0,31587765186711;0,141338190651518;0,0306474699819106;0,00673710351597129;0,000982363796164557;2,57993242158673e-05;2,6992977397855e-06
300;0,514844286866903;0,300177942651955;0,128117869974021;0,0237482580607783;0,00442423578236404;0,000557142994802357;1,40254267627604e-05;1,46578601926922e-06
400;0,49701385809687;0,283888378198173;0,116989127493125;0,0205316740075138;0,00350351714347246;0,000423460806000335;1,0586059069753e-05;1,10615763335651e-06
500;0,456534081847205;0,252442936058633;0,1059913436919;0,0191352373102344;0,00347522426784561;0,000437588192779616;1,10240977907411e-05;1,15214351881816e-06
600;0,453336700273577;0,238077511085535;0,0902852568968755;0,0153778958240167;0,00289845165514611;0,000378102870079476;9,60230733428671e-06;1,00375044006762e-06
700;0,414628106691951;0,216529591431065;0,0810418942744972;0,0133246724096329;0,0022069086580487;0,000263981988940327;6,58868901076022e-06;6,88438973327386e-07
800;0,387836512530432;0,195436711292345;0,0689067377794587;0,0102086009116921;0,00175318985244721;0,000214746516486425;5,38123550185621e-06;5,62327490974532e-07
900;0,38313407043272;0,188684483334334;0,0684729366141123;0,0105987086000265;0,00169343832538053;0,000200835706388382;5,00660504678088e-06;5,23115650025189e-07
1000;0,400367651191634;0,198605304790982;0,0721072311688547;0,0117472322403389;0,00199973843911753;0,00024227291378606;6,05920309783473e-06;6,3314435007082e-07
1200;0,338863905884019;0,156610017281949;0,0510588216786811;0,00747535419673351;0,00125675366748908;0,000152034893651322;3,80172488763917e-06;3,97252161499274e-07
1500;0,319538750902688;0,148056102194045;0,0503029840055548;0,00700604445192138;0,00107110597204303;0,000125787280221368;3,13148292470797e-06;3,27183096545871e-07
2000;0,305040704454255;0,138888180478319;0,0457395876577304;0,00600756288215738;0,000898551878179301;0,000105102317172756;2,61515149494292e-06;2,73232542682641e-07
