"distance";"median mortality class 1";"median mortality class 2";"median mortality class 3";"median mortality class 4";"median mortality class 5";"median mortality class 6";"median mortality class 7";"median mortality class 8"
0,2;0,996100350886737;0,990547979598896;0,977187315504564;0,927698505479744;0,832169910042184;0,638605916006199;0,232448442914134;0,0934178606883188
0,5;0,993800951677168;0,985023888677776;0,964137490338989;0,889539115566107;0,756809182274734;0,525851565154565;0,159713742334744;0,060743837182242
1;0,991387674400679;0,979265006639642;0,9507485649039;0,852558528563244;0,690836158949512;0,443310208033404;0,120087472681312;0,0443759587388748
2;0,988683409199946;0,972858443036764;0,936106055029287;0,81442203708418;0,629068882549246;0,376707861676175;0,0938583333792812;0,0340436947960485
5;0,983244715850864;0,960121124985828;0,907756516119953;0,746691624255923;0,532520596184302;0,288741832489635;0,0650482623788946;0,0231253274624867
10;0,976808214137498;0,945295955935674;0,875979086209553;0,679046065506255;0,449822467862525;0,225629188397451;0,0475605936762722;0,0167068802672313
15;0,97263503427126;0,935824938313105;0,856331085779298;0,640985911425143;0,4082673691274;0,19735605667828;0,0404357460861066;0,0141354982841753
20;0,969588563312363;0,928979715286115;0,842434284511609;0,615609210966272;0,382293099808999;0,180702357917923;0,0364227170029875;0,0126980848776853
30;0,963736568118473;0,915990551606836;0,816739142558645;0,571729388232933;0,340320342242332;0,155298344424343;0,0305460260623373;0,0106071523702577
40;0,958119625151134;0,903716943867914;0,793238178367725;0,534708277710366;0,3075237930535;0,136639007256053;0,0264072670556778;0,00914447876406628
50;0,950931030840408;0,88827917906004;0,764698628860997;0,493278971783691;0,273355357062775;0,11821588838211;0,022460101316742;0,00775706955037223
60;0,952857277658202;0,892386553658173;0,772184159563563;0,503796199263968;0,281791173587015;0,122672314013856;0,0234025905114406;0,00808768267420401
70;0,942334059587286;0,870203816734791;0,732647160869766;0,450808876378344;0,24082158946432;0,101565575996061;0,0190059879701414;0,00654897084036454
80;0,945398583131179;0,876599499316854;0,74382531832504;0,465168028324285;0,251555524200718;0,106966996973763;0,0201150443294232;0,00693626180577528
100;0,937388934830222;0,859992230091922;0,715155942150421;0,429243464274409;0,225182662002128;0,0938519839121541;0,0174408252019725;0,00600337856120675
120;0,929327349749421;0,843627581398052;0,688003584589675;0,39778613147717;0,203351518405956;0,0833828444401658;0,0153508995940317;0,00527663570380332
140;0,923539615990997;0,832089604751654;0,66948175852995;0,377621254883425;0,189934544902493;0,077115136142012;0,0141182437919726;0,00484894572057687
160;0,917660789733599;0,820545936635895;0,65144244891862;0,358907530441868;0,177864296539384;0,0715810747279257;0,0130411947680177;0,0044758208195378
180;0,916806201195627;0,8188820586459;0,648880826635907;0,356318971429627;0,176222043683232;0,0708354644024222;0,0128968686140536;0,00442586134381005
200;0,90914330159409;0,804126513973473;0,62659096716698;0,334504712940802;0,16264752355889;0,0647409615774679;0,0117243551949032;0,00402034935511857
300;0,898817176667625;0,784691533579886;0,598339393563299;0,308540859093056;0,147074986306543;0,0578942780665287;0,0104219662694906;0,0035706606157246
400;0,88684684048961;0,76278303650515;0,567910320809659;0,282484714349114;0,132050517747151;0,0514307401398704;0,00920662500261065;0,00315172903273048
500;0,875393387585147;0,742419086069501;0,540886410399395;0,260843529081621;0,120006537874466;0,0463472272741582;0,00826028052185317;0,00282598914188368
600;0,868425227694434;0,730305994473952;0,525355468034519;0,248993157434965;0,11357152897879;0,0436660221353683;0,00776448307255343;0,00265549473738754
700;0,8573996406194;0,711550559355919;0,502064655183545;0,231966314815988;0,104516339404977;0,0399333703923297;0,00707804527691998;0,00241962782681451
800;0,84638301764858;0,693297429409319;0,480239323455532;0,216771657426361;0,0966200501426307;0,0367163486539277;0,00648995075346362;0,00221772352860893
900;0,841353794412612;0,685120444690567;0,470717745031651;0,210358980387903;0,0933380419663483;0,0353894173872154;0,00624831499268523;0,0021348106653015
1000;0,843944989927017;0,689321136029065;0,4755893493737;0,213623572740082;0,0950050633610726;0,0360626389906239;0,00637083945427683;0,00217684928640424
1200;0,813270801945318;0,641176568196907;0,422091828116082;0,179507076171256;0,0779545049710237;0,0292486000744577;0,00513717020804652;0,00175388389371307
1500;0,806810010704087;0,631459430764576;0,411883421610167;0,173405029079492;0,0749890244491677;0,0280795165043765;0,00492694246312296;0,00168187583595947
2000;0,784835625083044;0,599441920161635;0,379533662412879;0,154853737279079;0,0661242383770499;0,0246125579686507;0,00430595123318363;0,00146928846990199
