"distance";"mean mortality class 1";"mean mortality class 2";"mean mortality class 3";"mean mortality class 4";"mean mortality class 5";"mean mortality class 6";"mean mortality class 7";"mean mortality class 8"
0,2;0,929480999695544;0,914833401252688;0,886841765693129;0,811922211390353;0,706860034631564;0,538058776376228;0,211754314558584;0,089407240395326
0,5;0,902195704009075;0,880791282132504;0,842267966723342;0,746302410049981;0,621352274774111;0,438920540153451;0,14774958710711;0,0586605222614128
1;0,903533524782733;0,878408354063438;0,833791898275729;0,722583808835531;0,579955611236494;0,384296057552613;0,115032649807815;0,0439479090182387
2;0,902532748856885;0,869381652567051;0,812742019462277;0,68106330244202;0,524627618510343;0,327854424373091;0,089817446791031;0,0334647412385004
5;0,890317117672413;0,851484170638904;0,784013167869018;0,628048415032762;0,453313572013467;0,258192466331266;0,0626632867705187;0,0226687720490075
10;0,8728199664138;0,821678106964299;0,738156825509766;0,560020409389283;0,380056572822211;0,201442309972927;0,0453151819121696;0,0161330114765656
15;0,877106300776979;0,821577582608673;0,730977138906488;0,540223463378448;0,354809766398377;0,181142039341975;0,0392944993248943;0,0138899085264557
20;0,879728419989863;0,817972462315579;0,71834992559892;0,516873768268028;0,330395883190429;0,164113249237698;0,0347531682981115;0,0122297196103038
30;0,869426869119419;0,802530195338974;0,696531584551032;0,486335828165463;0,300584550185863;0,144385233369368;0,0297269068274364;0,0104078925725179
40;0,843773925631132;0,772355309904026;0,662453478421335;0,451462695480337;0,272183213980293;0,127672273113122;0,025787983473556;0,00899849980316173
50;0,8400626934585;0,761826667429699;0,641984777840106;0,42158428847523;0,245884576063094;0,112176595762336;0,0222053226982224;0,00772225461996939
60;0,838005309669522;0,761310287978766;0,641769558423553;0,419950270576871;0,243566704004485;0,110462315552342;0,0217591986380861;0,00756059441904963
70;0,841440280309357;0,754547270345473;0,624316978786247;0,395164764055959;0,223340327837663;0,099364709301367;0,0193271716424582;0,00670201955560696
80;0,838489595894234;0,756167664074567;0,62917052973986;0,399509201012043;0,225256057552498;0,0998030255414827;0,0193400471653641;0,00670202279776379
100;0,832574679991584;0,745153279637591;0,611594930090658;0,377472251143981;0,207855713574151;0,0904540156406093;0,017320215283142;0,00599063486235235
120;0,807472846645287;0,71311195828849;0,575393691456219;0,346518299885187;0,18766923468017;0,0807110916555253;0,0153370160070062;0,00529829156825373
140;0,799498666222395;0,702802136418523;0,562285796492581;0,332008817058099;0,176779880001902;0,075071100515979;0,0141490358018348;0,00488161531382902
160;0,785928919988153;0,682914460547277;0,539711836421784;0,31345470459134;0,165057692371903;0,0695551616361227;0,0130460905202036;0,00449769418395767
180;0,80139974878433;0,696372658631753;0,548155423755987;0,314770709256254;0,164200578057056;0,0687381842575763;0,0128403026238694;0,0044239671498253
200;0,784318220668135;0,678148495327942;0,529336366917155;0,299397138824822;0,154498213489681;0,0642005684733329;0,0119383023107056;0,00411031828433629
300;0,780883021568969;0,667570155841168;0,509687397119633;0,275713925697685;0,137669605779658;0,0559582794820834;0,0102682785990791;0,00352819637134562
400;0,763536632012099;0,642374677022603;0,480386052840346;0,251768341146843;0,123177866123314;0,0494292061365063;0,00900284499484169;0,00308993832429541
500;0,745861729764861;0,621232945828435;0,457205430276095;0,233601589614404;0,112526464734935;0,0447351033473235;0,00810511608680194;0,00277965704748384
600;0,748075237473419;0,61569865937851;0,445832605127942;0,222566283429894;0,105769170807018;0,0417141304214741;0,00752417397512042;0,00257872918827848
700;0,720993368915492;0,589184845928598;0,422867543945509;0,208298960177928;0,0982027886435899;0,0385493595017082;0,00693537078063668;0,00237602959462534
800;0,711422431455228;0,577027584793348;0,409242509681849;0,197773250441555;0,0922006647130922;0,0359606104283506;0,00644689162119219;0,00220754429049298
900;0,715058965285785;0,576814259277035;0,405070790906494;0,192728957596471;0,0890642915493434;0,0345668920553005;0,00618063163222397;0,00211555792840781
1000;0,713954452814824;0,574900578598601;0,402469819758975;0,190561685508097;0,0878024115362791;0,0340177593600745;0,00607658864634996;0,00207965171216807
1200;0,682944440013436;0,538882324783801;0,368524327872607;0,169617708686097;0,0770701060358603;0,0296392837918462;0,00527393144588398;0,00180394343311704
1500;0,673652429194922;0,525401631232054;0,353559445148375;0,15911706675761;0,0714436737254733;0,0272982276908451;0,00484075992819053;0,00165496069604514
2000;0,650349602197181;0,498082634925352;0,32720593597463;0,142730856545108;0,0631082529916502;0,0239202052254738;0,00422410319304147;0,00144327855439263
