"distance";"mean mortality class 1";"mean mortality class 2";"mean mortality class 3";"mean mortality class 4";"mean mortality class 5";"mean mortality class 6";"mean mortality class 7";"mean mortality class 8";"median mortality class 1";"median mortality class 2";"median mortality class 3";"median mortality class 4";"median mortality class 5";"median mortality class 6";"median mortality class 7";"median mortality class 8";"SD mortality class 1";"SD mortality class 2";"SD mortality class 3";"SD mortality class 4";"SD mortality class 5";"SD mortality class 6";"SD mortality class 7";"SD mortality class 8";"SDERR mortality class 1";"SDERR mortality class 2";"SDERR mortality class 3";"SDERR mortality class 4";"SDERR mortality class 5";"SDERR mortality class 6";"SDERR mortality class 7";"SDERR mortality class 8"
50;0,621927078697154;0,478620915515303;0,327325441805364;0,159713630749435;0,077627320981106;0,0315738910997522;0,00584440326708349;0,00201212599925376;0,719225359693404;0,512421006972071;0,300488982352208;0,114005117078563;0,0473696117264882;0,0174122532535827;0,00302782228365474;0,00103228889710972;0,296119153580982;0,281967434186458;0,240278755652898;0,15421141807492;0,0890454092711912;0,0410325364265446;0,00828227201003313;0,00289281530736212;0,00936410984117108;0,00891659318022835;0,00759828141214216;0,00487659322321205;0,00281586308478838;0,00129756273281707;0,000261908437527656;9,14788522146436e-05
60;0,62521301173406;0,479027722142847;0,326231486792961;0,158970671028201;0,0774174221233947;0,0315385024948444;0,00584026130696988;0,00201065780347306;0,714221326483874;0,506261401299894;0,295333786870883;0,111539077490076;0,0462696833459526;0,0169955276209037;0,00295432258705414;0,00100718137904645;0,289145666316739;0,277133036361661;0,238208151257646;0,154889006084108;0,0899715401702203;0,0413376807997088;0,00827735877028584;0,00288568581484108;0,00914358881127925;0,00876371609781113;0,00753280315192063;0,00489802043745458;0,0028451499153123;0,0013072122451609;0,000261753067244737;9,12533978653674e-05
70;0,599061128475606;0,446386704710622;0,293118015901097;0,13494622510641;0,0631860234687341;0,0250468179713848;0,0045584719452806;0,00156511467048051;0,675449531163347;0,460584612955098;0,258715964270774;0,09464878616854;0,0388311255881093;0,0141932008559922;0,00246139871909186;0,000838861491589166;0,282263787766673;0,264696497206654;0,217950820333761;0,131726649599865;0,0728361166395226;0,0324612435061879;0,00639426623138566;0,00222403404396067;0,00892596470329059;0,00837043819841424;0,00689221010156824;0,0041655624127848;0,00230328024502581;0,00102651465160904;0,000202204452566799;7,03301317267078e-05
80;0,613301629212945;0,462825067254642;0,308197038895625;0,144097812097687;0,0679741896503055;0,0270866894125775;0,00495386708798565;0,00170262534708406;0,694528052087164;0,482618739076627;0,276034574350367;0,102503265942563;0,0422698069293964;0,0154852262766975;0,00268837537037256;0,000916354125446248;0,284058292728436;0,268639835381911;0,223587656867301;0,136506785696771;0,0761538065463128;0,0346158787167635;0,00705099386514827;0,00247324039016419;0,00898271193280704;0,00849513750059527;0,00707046252400858;0,0043167235887029;0,00240819481178189;0,00109465019953119;0,000222972003817427;7,82107283404234e-05
100;0,591581393135855;0,43781455265197;0,286329199317288;0,131883691809162;0,0619630812186544;0,0247014963350211;0,00453140672314442;0,00155880163471719;0,656556340624043;0,439561913493403;0,242760714529887;0,0876158399089623;0,0357818336515364;0,0130523789851439;0,0022613932002442;0,000770596400418074;0,280210629358016;0,263718970061672;0,218454124027695;0,132977970300374;0,0746249623174402;0,0345333023820552;0,00726817380077866;0,00257201564906056;0,00886103813360577;0,0083395260758864;0,00690812596184433;0,00420513264775407;0,00235984851227348;0,00109203890654613;0,000229839836404235;8,13342762862767e-05
120;0,554204760713133;0,402811391960202;0,257853163184545;0,115396709774325;0,0532533092710171;0,0209273287984375;0,00378946761104618;0,00130008785058518;0,631965383101613;0,413316288856159;0,223577293655737;0,0794064059443174;0,0322573984515473;0,0117394835169746;0,00203169225185514;0,000692218011858232;0,289895944275331;0,262902347605418;0,209451297969578;0,12204679629488;0,0661780641976529;0,0291423996697226;0,00570617671332396;0,00198332992053974;0,00916731468355296;0,00831370220638436;0,00662343160462469;0,00385945857418421;0,00209273414005427;0,000921563594392621;0,000180445151455174;6,27183990046634e-05
140;0,540316396299327;0,389592073845847;0,247615426807431;0,110061149412513;0,0506215774693185;0,0198891493816662;0,00361217626869565;0,00124041100141097;0,607820773218901;0,388702323654947;0,206289496194634;0,0722293101229835;0,0292066275765474;0,0106079400255409;0,00183412513282762;0,000624823349271165;0,291281748925574;0,261772717138821;0,207280206541706;0,119496034046255;0,0647643713231747;0,0292189316411036;0,00601715245777648;0,00211883384082164;0,00921113767442117;0,00827798015449671;0,00655477566541925;0,00377879638943191;0,00204802924610125;0,000923983747826488;0,000190279067950538;6,70034092043905e-05
160;0,536196693653881;0,386570986804952;0,24502857287033;0,10771539934045;0,0489128623619418;0,0189524188951903;0,00339515562701249;0,00116265180420701;0,599021846653282;0,380002129852613;0,200334280100283;0,0698038566531607;0,028181992828395;0,0102289152617491;0,00176803117586661;0,000602281120169762;0,293851415015273;0,262330635023903;0,20437385578618;0,113659472210913;0,0586628256086788;0,0245820914289593;0,00461190380862795;0,00159046909795118;0,00929239765111665;0,00829562306713874;0,0064628687847511;0,00359422809839099;0,00185508142904678;0,000777353985660144;0,000145841203848696;5,02950489763917e-05
180;0,531148468142156;0,375376233143889;0,233105172756652;0,100264020865749;0,0451058589032922;0,017403974616909;0,00311210724141771;0,00106547868292915;0,567198483851029;0,349667867496358;0,18017443431372;0,061764885264878;0,0248085711351946;0,00898463305326607;0,00155134833950062;0,000528392329160413;0,27790031839836;0,249515489196898;0,19349848801957;0,106827699962569;0,0552519773964875;0,0232822116286472;0,0043908368582506;0,0015156355349789;0,00878797968624814;0,00789037257353336;0,00611895945940645;0,00337818849078803;0,00174722093801041;0,000736248177125836;0,000138850453062898;4,79286039322114e-05
200;0,504683087766779;0,351258985904245;0,215130032171868;0,0919049474007161;0,0415577614249121;0,0161817457221843;0,00292019012443532;0,00100153481464951;0,544099686892282;0,328699494053475;0,166763485207175;0,0565594329945961;0,0226425695060437;0,00818859538519861;0,00141295993765024;0,000481212979948248;0,280490243144143;0,246171757787327;0,189138543575681;0,10652399452354;0,0575114618510033;0,0256189170497019;0,0051081990347588;0,00178261151526196;0,00886988029789919;0,00778463450215247;0,0059810859102616;0,00336858448153688;0,00181867211015054;0,00081014129063979;0,000161535436913114;5,63711257147179e-05
