"distance";"SD mortality class 1";"SD mortality class 2";"SD mortality class 3";"SD mortality class 4";"SD mortality class 5";"SD mortality class 6";"SD mortality class 7";"SD mortality class 8"
0,2;0,317712427382196;0,368114137682783;0,378451113680871;0,266025550340568;0,140201687584243;0,048248980394819;0,00240006894477638;0,000260367167010619
0,5;0,353206380313472;0,388417390647112;0,363597907153963;0,217203663675807;0,096583673953441;0,025449135413958;0,000830646681303752;8,74438662966444e-05
1;0,368481345420201;0,384758712773402;0,330715328747689;0,176089146980791;0,0693368571530443;0,012868148953013;0,000349670862090327;3,6614933661628e-05
2;0,378036761909759;0,372234698469864;0,28356832742657;0,109188586865435;0,0293158136501748;0,00416461604960323;0,00010685395347178;1,11725268721398e-05
5;0,375899355996299;0,337833989676523;0,225672344969786;0,0802475995591038;0,0265164056183199;0,00518443431277654;0,000143959169052519;1,50838391778567e-05
10;0,380289261497854;0,306969676253227;0,180951574879669;0,0510640442768873;0,0128516212765369;0,0018385349134667;4,72372593729625e-05;4,938914449514e-06
15;0,3759286645089;0,305632443029485;0,188899991097796;0,0617365011489093;0,0219910581648527;0,00451499346788905;0,000125018794988936;1,30964556853911e-05
20;0,365246948395115;0,275832097575521;0,152334505257684;0,0484453104611276;0,016532291259743;0,00269051902148612;7,07483927244197e-05;7,40207073019454e-06
30;0,351683719050806;0,240005896152597;0,116375036669373;0,0269290774786763;0,00595152349160981;0,000765871903910255;1,93313777506705e-05;2,02042229673188e-06
40;0,345458675389853;0,235873665963186;0,119575522798839;0,0268202708498172;0,00497343720858766;0,000608065327129853;1,52216741033156e-05;1,59059053133828e-06
50;0,333426861004381;0,217665957509855;0,100086206295834;0,0167311897851336;0,00255225183487341;0,000298933902344894;7,43920348044786e-06;7,77254928506742e-07
60;0,330874406044699;0,221820787720506;0,102091198866098;0,0153555639520517;0,00229404156091056;0,000267768226477663;6,66030885169667e-06;6,95867366357834e-07
70;0,298816606527717;0,17598456404414;0,0737419047758085;0,0111601627735331;0,00166287225816172;0,000194042692439232;4,82652408578634e-06;5,04274046298487e-07
80;0,310409797325123;0,183285831537323;0,0767503165191545;0,0164773775829086;0,00292315752752641;0,000352278106567157;8,79749529473426e-06;9,19244336549153e-07
100;0,301662729106839;0,17726146044222;0,0767039411145449;0,0200190308992019;0,00414507936514512;0,000520019125759246;1,30592570957207e-05;1,36472865848555e-06
120;0,27819891565652;0,156543535115791;0,0633067036663041;0,00981607408115787;0,00149106771634185;0,000174573167304926;4,34445854767636e-06;4,53913247263303e-07
140;0,275884871620672;0,148686940927307;0,0594939790155803;0,0156607204947397;0,00309455291522079;0,000382594887125643;9,59101383614515e-06;1,00224632169175e-06
160;0,267850645572924;0,138985644179744;0,0449405354013541;0,00488762988734602;0,000687889211241997;7,95483085204551e-05;1,97630359042004e-06;2,06478124489095e-07
180;0,249700051794018;0,12773649508272;0,0435438474349872;0,00489894849010724;0,000692702639174404;8,01528403214108e-05;1,99147330559092e-06;2,08063368959513e-07
200;0,2378542208433;0,129249729740903;0,0549150562010591;0,0102526967574298;0,00164590412317449;0,000194701486648461;4,85086702033074e-06;5,06836436286515e-07
300;0,219026945031809;0,104000836624314;0,0364887961617366;0,00420298921413673;0,000594215595427145;6,87603513549898e-05;1,70842797758915e-06;1,78491639988496e-07
400;0,207287948599749;0,0926972387823994;0,0259919840319947;0,0025527227731806;0,000354865362870095;4,09637583936053e-05;1,01747381418475e-06;1,06301982132388e-07
500;0,207355521075345;0,0924073750645253;0,0313777383413825;0,00385332774399685;0,000552959926233597;6,41584055799331e-05;1,59450651903074e-06;1,66590453758234e-07
600;0,178835225710171;0,0824127453755079;0,0309912121514766;0,00431638706923343;0,000629039373864529;7,31472485141181e-05;1,81860519192287e-06;1,90005454170283e-07
700;0,171284605407315;0,0743329424559305;0,0191559597093604;0,00176452855516048;0,00024360163308063;2,80896462801665e-05;6,97605326825021e-07;7,28830506509363e-08
800;0,148407078991899;0,0618124016518608;0,0199342611109452;0,00209368109899733;0,000293429347832723;3,390499997918e-05;8,42250347351065e-07;8,79955180256001e-08
900;0,157039114901633;0,062896363564066;0,0152531685823343;0,00137847032773082;0,000189898877362557;2,18910421456378e-05;5,43643795441853e-07;5,67977113424451e-08
1000;0,161249402590509;0,0698051847739997;0,020349069811283;0,00205192292259917;0,000286083886124873;3,30301300295425e-05;8,20434564614433e-07;8,5716080358085e-08
1200;0,125024530885518;0,0533465417124518;0,0159002250822177;0,00160727003072913;0,000223971404806861;2,58686478030762e-05;6,4258176988284e-07;6,713472811177e-08
1500;0,129509632960829;0,0455797228168993;0,00977996477299282;0,000849359710009214;0,000116645493336548;1,34407109884321e-05;3,33769100968931e-07;3,48708054935401e-08
2000;0,120504941819762;0,0395229983657583;0,00835967057460251;0,000726607750337982;9,98750749661595e-05;1,15097413115281e-05;2,85822390845146e-07;2,98615435868417e-08
